Customer ID,First Name,Last Name,Age,Gender,City,Email,Account Type,Account Balance,TransactionID,Transaction Type,Transaction Amount,Loan Issue Date,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Card Type,Credit Limit,Minimum Payment Due,Rewards Points,Feedback Type,Resolution Status,Anomaly
2934,Paul,King,49,Male,San Jose,paul.king@kag.com,Current,9920.78,2934,Deposit,425.49,01-11-2020,2934,31771.49,Personal,5.74,36,Closed,MasterCard,2445.19,206.93,2275,Praise,Resolved,1
2935,Timothy,Davis,60,Male,Nashville,timothy.davis@kag.com,Savings,5607.61,2935,Transfer,1881.31,22-12-2023,2935,14768.88,Mortgage,4.43,60,Closed,Visa,7729.48,47.22,7078,Suggestion,Pending,1
2936,Linda,Moore,40,Other,Dallas,linda.moore@kag.com,Savings,9451.34,2936,Deposit,4489.03,01-08-2024,2936,6607.22,Auto,7.48,24,Rejected,MasterCard,2258.47,13.51,2568,Complaint,Resolved,1
2937,Carol,Mitchell,37,Female,San Francisco,carol.mitchell@kag.com,Current,1082.73,2937,Transfer,4381.65,07-12-2022,2937,22516.7,Auto,9.88,60,Rejected,MasterCard,1652.45,126.31,2841,Complaint,Resolved,1
2938,Jessica,Jones,36,Male,Nashville,jessica.jones@kag.com,Savings,7042.58,2938,Deposit,1563.01,06-04-2018,2938,48131.99,Mortgage,8.73,48,Rejected,AMEX,8715.97,116.52,5212,Praise,Resolved,1
2939,Linda,Sanchez,46,Other,Milwaukee,linda.sanchez@kag.com,Current,4065.49,2939,Deposit,1144.88,17-05-2020,2939,48398.41,Personal,4.98,12,Rejected,AMEX,5875.68,80.35,2581,Complaint,Resolved,1
2940,James,Robinson,25,Female,Colorado Springs,james.robinson@kag.com,Current,7534.64,2940,Transfer,2918,26-01-2023,2940,35725.6,Auto,4.4,48,Approved,MasterCard,6741.58,180.84,3051,Complaint,Resolved,1
2941,Amanda,Gonzalez,46,Male,Washington,amanda.gonzalez@kag.com,Savings,8690.46,2941,Withdrawal,489.66,16-03-2019,2941,39080.52,Mortgage,6.27,60,Closed,MasterCard,9989.72,151.68,5803,Praise,Resolved,1
2942,Robert,Jackson,35,Female,Fort Worth,robert.jackson@kag.com,Savings,631.87,2942,Transfer,1174.52,18-01-2024,2942,10972,Mortgage,1.82,48,Rejected,AMEX,9604.18,96.31,5678,Suggestion,Resolved,1
2943,Michael,Lewis,22,Female,Philadelphia,michael.lewis@kag.com,Current,9361.19,2943,Deposit,842.12,23-05-2024,2943,19358.04,Auto,9.89,48,Rejected,MasterCard,4735.59,122.05,3472,Suggestion,Resolved,1
2944,James,Williams,29,Male,Indianapolis,james.williams@kag.com,Current,774.75,2944,Transfer,1046.63,09-07-2022,2944,30632.95,Personal,9.83,48,Approved,MasterCard,5441.41,134.84,3618,Praise,Pending,1
2945,Patricia,Sanchez,27,Male,Detroit,patricia.sanchez@kag.com,Savings,7558.64,2945,Transfer,1081.92,14-09-2023,2945,37770.41,Personal,9.31,24,Closed,MasterCard,1538.91,235.19,2500,Complaint,Resolved,1
2946,Michelle,Flores,64,Other,Phoenix,michelle.flores@kag.com,Savings,783.79,2946,Deposit,3141.15,14-08-2021,2946,9164.62,Auto,6.96,24,Approved,Visa,5395.28,129.45,61,Complaint,Pending,1
2947,Andrew,Lopez,54,Female,Dallas,andrew.lopez@kag.com,Savings,8630.65,2947,Deposit,2445.68,22-07-2020,2947,23423.79,Auto,5.53,12,Rejected,Visa,3522.27,163.63,9516,Suggestion,Pending,1
2948,Emily,Johnson,34,Male,Omaha,emily.johnson@kag.com,Current,2129.32,2948,Deposit,4312.84,05-07-2021,2948,8974.96,Auto,7.36,36,Closed,AMEX,7812.13,227.51,1296,Suggestion,Resolved,1
2949,Carol,Hernandez,49,Male,Columbus,carol.hernandez@kag.com,Savings,4397.3,2949,Transfer,3680.73,24-01-2019,2949,32034.57,Auto,3.83,60,Closed,Visa,4261.22,179.19,3540,Suggestion,Pending,1
2950,Kimberly,Baker,21,Female,Baltimore,kimberly.baker@kag.com,Savings,9332.95,2950,Transfer,2499.28,10-10-2019,2950,38835.95,Personal,8.67,60,Closed,AMEX,1123.07,136.1,6591,Suggestion,Resolved,1
2951,Kevin,Ramirez,48,Female,Detroit,kevin.ramirez@kag.com,Savings,7941.47,2951,Transfer,1544.03,09-07-2023,2951,41832.12,Auto,2.21,24,Closed,AMEX,7401.78,100.41,4160,Complaint,Pending,1
2952,Matthew,Moore,43,Female,Memphis,matthew.moore@kag.com,Current,7879.17,2952,Withdrawal,4161.49,27-05-2020,2952,36885.89,Personal,8.23,24,Rejected,MasterCard,2846.83,28.06,9704,Complaint,Pending,1
2953,Elizabeth,Gonzalez,29,Male,Denver,elizabeth.gonzalez@kag.com,Savings,7656.97,2953,Transfer,406.89,11-12-2021,2953,8798.11,Personal,8.81,12,Approved,AMEX,3473.74,196.5,2703,Complaint,Pending,1
2954,Charles,Torres,35,Male,San Diego,charles.torres@kag.com,Savings,5737.41,2954,Withdrawal,3408.19,23-09-2024,2954,41592.18,Personal,2.53,60,Closed,Visa,1703.3,196.8,2047,Praise,Resolved,1
2955,Melissa,Perez,25,Other,El Paso,melissa.perez@kag.com,Savings,9519.16,2955,Deposit,573.89,26-11-2021,2955,17386.28,Mortgage,5.31,60,Approved,Visa,8019.96,242.98,8682,Praise,Resolved,1
2956,Joshua,Lopez,49,Female,Sacramento,joshua.lopez@kag.com,Savings,8333.19,2956,Withdrawal,2668.65,12-04-2020,2956,41952.55,Mortgage,9.02,12,Approved,AMEX,3210.04,127.84,1691,Complaint,Resolved,1
2957,Anthony,Johnson,37,Male,Milwaukee,anthony.johnson@kag.com,Current,4458.85,2957,Transfer,4509.06,08-02-2023,2957,13294.13,Mortgage,9.63,12,Approved,Visa,7865.29,175.47,3546,Suggestion,Pending,1
2958,Anthony,Torres,66,Male,Sacramento,anthony.torres@kag.com,Savings,7451.3,2958,Deposit,1197.96,11-08-2022,2958,24309.46,Auto,8.3,48,Closed,MasterCard,1219.59,244.48,3012,Suggestion,Resolved,1
2959,Mary,Miller,57,Female,Albuquerque,mary.miller@kag.com,Current,9981.26,2959,Withdrawal,401.87,11-08-2024,2959,29252.01,Mortgage,9.47,12,Rejected,MasterCard,6802.62,153.06,9631,Complaint,Pending,1
2960,Kenneth,Sanchez,30,Male,Phoenix,kenneth.sanchez@kag.com,Savings,8722.9,2960,Deposit,1704.1,05-11-2022,2960,2701.36,Mortgage,9.43,48,Closed,MasterCard,2084.35,206.14,696,Suggestion,Resolved,1
2961,Deborah,Sanchez,40,Female,Indianapolis,deborah.sanchez@kag.com,Savings,112.11,2961,Deposit,2396.5,24-11-2019,2961,45281.03,Auto,9.82,60,Approved,AMEX,4797.54,102.68,8075,Complaint,Resolved,1
2962,Richard,White,20,Male,San Francisco,richard.white@kag.com,Savings,7405.07,2962,Withdrawal,3626.8,02-09-2020,2962,26065.62,Mortgage,4.72,48,Approved,Visa,3787.87,46.6,4378,Suggestion,Pending,1
2963,David,Lopez,52,Female,Albuquerque,david.lopez@kag.com,Savings,8989.03,2963,Deposit,158.37,17-09-2019,2963,10410.05,Personal,3.58,36,Approved,AMEX,8023.41,210.75,7215,Suggestion,Pending,1
2964,Margaret,Thomas,56,Female,Kansas City,margaret.thomas@kag.com,Savings,3344.75,2964,Deposit,663.11,04-09-2023,2964,8879.78,Personal,6.7,24,Approved,Visa,8138.1,107.6,2578,Suggestion,Pending,1
2965,Lisa,Thompson,67,Male,Albuquerque,lisa.thompson@kag.com,Savings,9777.17,2965,Transfer,2059.56,29-06-2018,2965,34640.86,Auto,2.7,48,Rejected,AMEX,8666.92,185.97,4013,Complaint,Pending,1
2966,Carol,Flores,38,Female,Oklahoma City,carol.flores@kag.com,Current,4072.86,2966,Deposit,484.16,23-11-2019,2966,5004.92,Auto,6.01,36,Closed,Visa,1141.31,131.48,9044,Suggestion,Pending,1
2967,Sandra,Rodriguez,24,Other,Los Angeles,sandra.rodriguez@kag.com,Current,4269.65,2967,Withdrawal,4779.89,13-11-2021,2967,22551.26,Personal,6.21,12,Approved,AMEX,8647.68,114.27,6231,Suggestion,Pending,-1
2968,Barbara,Young,43,Other,Oklahoma City,barbara.young@kag.com,Current,1692.63,2968,Withdrawal,2559.83,21-12-2023,2968,27473.55,Auto,8.26,12,Rejected,MasterCard,3176.01,12.88,4651,Complaint,Resolved,1
2969,Thomas,Anderson,40,Female,Seattle,thomas.anderson@kag.com,Current,1056.29,2969,Transfer,1890.9,20-09-2018,2969,12423.42,Auto,4.26,12,Rejected,AMEX,8515.75,192.25,3203,Suggestion,Resolved,1
2970,Susan,Torres,49,Other,New York,susan.torres@kag.com,Current,5412.3,2970,Transfer,4898.84,13-01-2020,2970,7330.79,Auto,6.42,12,Closed,Visa,8527.05,80.31,8833,Complaint,Pending,-1
2971,Susan,Gonzalez,19,Male,Memphis,susan.gonzalez@kag.com,Savings,6067.48,2971,Withdrawal,3234.01,24-01-2023,2971,25044.62,Auto,9.13,36,Approved,Visa,3007.96,97.73,9432,Complaint,Pending,1
2972,Kimberly,Jones,56,Male,Memphis,kimberly.jones@kag.com,Savings,3732.28,2972,Withdrawal,2583.96,18-05-2024,2972,17676.06,Personal,4.8,24,Rejected,AMEX,3213.76,87.39,17,Suggestion,Resolved,1
2973,Sarah,Hernandez,19,Female,Denver,sarah.hernandez@kag.com,Savings,6105.43,2973,Transfer,1213.26,10-05-2020,2973,7871.84,Auto,6.15,48,Closed,AMEX,2458.31,173.54,4706,Complaint,Resolved,1
2974,William,Martinez,56,Male,Omaha,william.martinez@kag.com,Savings,4007.24,2974,Withdrawal,1272.86,23-09-2022,2974,11308.31,Mortgage,8.09,24,Closed,Visa,2607.95,178.31,9090,Praise,Pending,1
2975,Jessica,Gonzalez,63,Male,Philadelphia,jessica.gonzalez@kag.com,Current,8695.03,2975,Deposit,1817.71,20-12-2023,2975,24076.04,Auto,3.25,48,Rejected,MasterCard,9593.71,203.83,8669,Suggestion,Pending,1
2976,Donald,Green,32,Other,Colorado Springs,donald.green@kag.com,Current,9542.85,2976,Transfer,3756.12,03-02-2021,2976,7519.47,Auto,1.93,24,Rejected,AMEX,4462.84,169.16,816,Praise,Resolved,-1
2977,Jennifer,Rivera,33,Male,San Diego,jennifer.rivera@kag.com,Savings,5976.05,2977,Transfer,4081.86,23-03-2024,2977,46869.85,Personal,7.14,36,Approved,Visa,1358.2,226.89,983,Suggestion,Resolved,1
2978,Christopher,Roberts,43,Male,Las Vegas,christopher.roberts@kag.com,Savings,8438.52,2978,Transfer,968.45,23-02-2023,2978,38997.34,Mortgage,4.33,36,Closed,AMEX,3964.1,60.33,1027,Suggestion,Resolved,1
2979,Paul,Anderson,25,Other,Oklahoma City,paul.anderson@kag.com,Current,8552.04,2979,Transfer,4088.88,04-04-2018,2979,16952.33,Auto,4.43,12,Closed,MasterCard,1437.98,123.76,9672,Suggestion,Pending,1
2980,Patricia,Adams,33,Female,Columbus,patricia.adams@kag.com,Current,7166.25,2980,Deposit,1661.38,06-02-2021,2980,13659.43,Auto,9.37,60,Approved,Visa,9833.69,242.25,8693,Complaint,Resolved,-1
2981,Timothy,Miller,38,Female,Phoenix,timothy.miller@kag.com,Savings,2000.82,2981,Transfer,1009.47,08-08-2018,2981,43840.48,Personal,4.67,36,Approved,Visa,6985.55,62.34,2577,Complaint,Pending,1
2982,Patricia,Flores,56,Other,Omaha,patricia.flores@kag.com,Current,1633.89,2982,Transfer,981.97,19-10-2022,2982,21919.47,Auto,9.58,36,Closed,Visa,5611.08,181.37,3678,Suggestion,Resolved,1
2983,Sarah,Ramirez,28,Other,Fresno,sarah.ramirez@kag.com,Savings,9202.89,2983,Withdrawal,2322.52,22-06-2021,2983,43273.17,Auto,1.96,12,Closed,AMEX,2013.06,78.51,5788,Praise,Pending,1
2984,Elizabeth,Young,41,Male,Indianapolis,elizabeth.young@kag.com,Savings,2724.11,2984,Transfer,3837.98,19-03-2020,2984,37380.36,Auto,4.09,60,Approved,Visa,3397.35,114.12,9302,Praise,Resolved,1
2985,Nancy,Wright,53,Male,San Antonio,nancy.wright@kag.com,Current,2538.68,2985,Withdrawal,2857.87,19-09-2020,2985,5513.78,Personal,7.24,36,Rejected,Visa,7936.78,134.49,8897,Complaint,Pending,1
2986,Andrew,Anderson,35,Female,Indianapolis,andrew.anderson@kag.com,Current,1744.67,2986,Withdrawal,2328.59,31-03-2021,2986,40866.59,Auto,2.13,36,Closed,Visa,9117.38,199.88,2130,Complaint,Resolved,1
2987,Sandra,Mitchell,40,Female,San Antonio,sandra.mitchell@kag.com,Savings,5321.8,2987,Withdrawal,99.9,26-09-2021,2987,27454.17,Mortgage,4.48,24,Rejected,Visa,8384.18,154.95,5755,Complaint,Resolved,1
2988,Paul,Scott,30,Other,Portland,paul.scott@kag.com,Current,6802.28,2988,Deposit,2822.17,01-09-2020,2988,34202.41,Auto,8.67,48,Closed,Visa,7017.78,0.25,6548,Praise,Pending,1
2989,Donna,Lee,66,Male,Columbus,donna.lee@kag.com,Current,6794,2989,Transfer,3376.78,18-06-2020,2989,11731.22,Personal,7.86,48,Closed,AMEX,5885.29,84.13,5214,Praise,Resolved,1
2990,Charles,Garcia,61,Other,Columbus,charles.garcia@kag.com,Savings,2684.42,2990,Transfer,499.38,26-11-2018,2990,1013.26,Mortgage,3.54,24,Rejected,MasterCard,5182,86.47,686,Suggestion,Resolved,1
2991,Michelle,Smith,67,Female,Tucson,michelle.smith@kag.com,Savings,1038.38,2991,Withdrawal,4781.32,28-02-2022,2991,17350.72,Personal,4.21,48,Approved,MasterCard,2416.29,122.56,9673,Praise,Resolved,1
2992,Joshua,Brown,59,Female,Tucson,joshua.brown@kag.com,Savings,3171.07,2992,Transfer,466.79,28-01-2024,2992,10340.74,Auto,5.55,12,Approved,MasterCard,2064.3,226.75,2392,Complaint,Pending,1
2993,Charles,Hernandez,56,Other,Oklahoma City,charles.hernandez@kag.com,Current,5084,2993,Withdrawal,3456.48,23-05-2018,2993,22325.61,Auto,7.58,60,Closed,Visa,8267.49,228.28,2448,Suggestion,Pending,1
2994,Elizabeth,Baker,61,Male,Mesa,elizabeth.baker@kag.com,Savings,6163.16,2994,Transfer,2627.53,07-02-2022,2994,5453.99,Personal,2.37,36,Rejected,AMEX,8105.66,114.96,5306,Praise,Resolved,1
2995,Donna,Sanchez,61,Male,San Antonio,donna.sanchez@kag.com,Savings,2778.94,2995,Withdrawal,4422.1,08-07-2022,2995,44857.27,Auto,5.75,48,Rejected,MasterCard,1160.61,181.41,7690,Complaint,Pending,1
2996,Melissa,Torres,62,Other,Albuquerque,melissa.torres@kag.com,Savings,1913.27,2996,Withdrawal,2076.33,06-07-2020,2996,6817.47,Mortgage,1.66,36,Rejected,AMEX,5681.2,88.43,1284,Praise,Resolved,1
2997,Patricia,Thompson,18,Female,Chicago,patricia.thompson@kag.com,Current,8431.6,2997,Withdrawal,2547.63,15-09-2023,2997,38445.06,Personal,4.58,24,Closed,Visa,2364,71.87,8111,Suggestion,Pending,1
2998,Brian,Lewis,24,Other,Colorado Springs,brian.lewis@kag.com,Current,8593.47,2998,Deposit,2769.09,10-12-2021,2998,47026.9,Auto,2.72,24,Closed,Visa,7902.04,115.66,2264,Praise,Pending,1
2999,Sarah,Lee,65,Other,Memphis,sarah.lee@kag.com,Savings,2871.57,2999,Withdrawal,4375.49,30-11-2021,2999,8263.19,Mortgage,3.78,48,Rejected,AMEX,2652.98,211.58,5787,Praise,Resolved,1
3000,Thomas,Mitchell,65,Male,Las Vegas,thomas.mitchell@kag.com,Current,5645.12,3000,Deposit,4000.24,26-11-2023,3000,17977.36,Auto,3.98,24,Rejected,Visa,5613.42,130.27,8312,Complaint,Pending,1
3001,John,Hall,38,Female,Washington,john.hall@kag.com,Current,4454.28,3001,Deposit,1407.75,30-08-2019,3001,36822.06,Auto,7.93,48,Rejected,MasterCard,7058.32,118.09,4184,Complaint,Resolved,1
3002,Patricia,Hall,33,Female,Philadelphia,patricia.hall@kag.com,Savings,1505.48,3002,Withdrawal,4776.73,19-06-2023,3002,36008.64,Personal,3.39,12,Rejected,AMEX,4513.87,39.42,1531,Praise,Resolved,1
3003,Mark,Carter,65,Male,Las Vegas,mark.carter@kag.com,Current,9411.8,3003,Deposit,3767.82,22-11-2022,3003,2832.36,Mortgage,6.97,48,Closed,MasterCard,7041.23,185.68,2481,Suggestion,Resolved,1
3004,Susan,Clark,31,Female,Omaha,susan.clark@kag.com,Current,196.85,3004,Transfer,70.1,21-08-2021,3004,4464.01,Mortgage,5.8,24,Approved,MasterCard,9226.74,90.55,4640,Praise,Pending,1
3005,Michael,Hill,60,Female,El Paso,michael.hill@kag.com,Savings,1957.01,3005,Deposit,926.89,04-03-2023,3005,6886.84,Mortgage,8.24,12,Approved,Visa,7477.86,188.83,5147,Suggestion,Pending,1
3006,Nancy,Flores,68,Male,Kansas City,nancy.flores@kag.com,Current,3521.09,3006,Deposit,4280.47,18-11-2019,3006,28833.07,Auto,3.89,12,Approved,MasterCard,3904.16,242.63,250,Praise,Pending,1
3007,Paul,Gonzalez,60,Female,Jacksonville,paul.gonzalez@kag.com,Current,8578.97,3007,Deposit,3232.86,11-09-2022,3007,3697.11,Auto,9.95,48,Approved,MasterCard,4169.1,22.71,7068,Praise,Pending,1
3008,Jessica,Thompson,19,Female,Indianapolis,jessica.thompson@kag.com,Current,7907.67,3008,Deposit,1298.06,04-10-2019,3008,29832.09,Personal,3.66,36,Approved,Visa,4011.22,215.55,6440,Complaint,Pending,1
3009,Patricia,Thomas,48,Other,Austin,patricia.thomas@kag.com,Current,5840.85,3009,Withdrawal,865.4,07-05-2019,3009,17780.64,Personal,6.22,36,Approved,AMEX,5321.72,41.75,4996,Suggestion,Pending,1
3010,Nancy,Robinson,56,Female,Albuquerque,nancy.robinson@kag.com,Current,6980.71,3010,Transfer,742.29,01-11-2024,3010,33801.11,Auto,6.69,24,Rejected,Visa,1812.47,217.23,9958,Complaint,Pending,-1
3011,Kimberly,Brown,26,Other,Philadelphia,kimberly.brown@kag.com,Savings,3475.02,3011,Transfer,1597.35,24-08-2021,3011,39320.07,Auto,5.84,48,Rejected,MasterCard,1183.01,181.82,2236,Complaint,Resolved,1
3012,Ashley,Flores,58,Other,Las Vegas,ashley.flores@kag.com,Savings,9411.36,3012,Deposit,4493.66,24-02-2021,3012,39778.57,Mortgage,8.73,36,Approved,Visa,3790.3,105.47,5289,Complaint,Resolved,1
3013,Karen,Thomas,31,Other,Tucson,karen.thomas@kag.com,Current,365.19,3013,Transfer,1766.71,08-08-2020,3013,2844.11,Auto,2.02,48,Approved,AMEX,8354.09,114.02,2700,Suggestion,Resolved,1
3014,Christopher,Walker,27,Male,Fort Worth,christopher.walker@kag.com,Savings,1099.19,3014,Withdrawal,3306.9,13-09-2018,3014,47412.57,Mortgage,6.38,36,Closed,MasterCard,8816.5,72.75,3706,Suggestion,Resolved,1
3015,Donald,Adams,65,Male,Portland,donald.adams@kag.com,Savings,9262.98,3015,Deposit,566.71,19-04-2024,3015,29745.67,Personal,5.56,12,Closed,Visa,7732.55,174.79,8093,Suggestion,Resolved,1
3016,Christopher,Harris,41,Female,Kansas City,christopher.harris@kag.com,Savings,9456.01,3016,Deposit,2661.68,04-03-2023,3016,44889.26,Auto,4.75,48,Closed,Visa,2659.76,224.22,3809,Suggestion,Resolved,1
3017,Ronald,Baker,67,Other,Seattle,ronald.baker@kag.com,Savings,4956.65,3017,Deposit,1720.94,17-03-2021,3017,31142.11,Auto,4.12,36,Approved,Visa,5443.54,145.71,9541,Suggestion,Resolved,1
3018,Melissa,Lopez,50,Female,Colorado Springs,melissa.lopez@kag.com,Current,5806.96,3018,Transfer,811,07-11-2022,3018,24721.73,Mortgage,2.38,60,Closed,Visa,5567.68,73.47,6308,Suggestion,Resolved,1
3019,Christopher,Sanchez,51,Female,San Jose,christopher.sanchez@kag.com,Current,9035.12,3019,Deposit,3990.92,15-03-2024,3019,36756.7,Personal,6.85,24,Closed,Visa,2725.08,179.3,4959,Praise,Pending,1
3020,Lisa,Torres,37,Female,Omaha,lisa.torres@kag.com,Current,8549,3020,Deposit,4079.54,22-07-2020,3020,11751.64,Auto,2.06,24,Approved,AMEX,4299.33,63.45,6060,Suggestion,Pending,1
3021,Nancy,Mitchell,45,Female,Baltimore,nancy.mitchell@kag.com,Savings,8633.32,3021,Transfer,1538.29,23-09-2019,3021,6058.08,Mortgage,8.46,48,Approved,Visa,3650,66.44,7868,Praise,Pending,1
3022,Brian,Allen,21,Female,San Jose,brian.allen@kag.com,Current,3780.68,3022,Withdrawal,3272.29,22-06-2019,3022,5434.41,Auto,5.03,60,Approved,Visa,3277.49,159.47,6673,Praise,Pending,1
3023,Barbara,Ramirez,51,Other,Fresno,barbara.ramirez@kag.com,Savings,8322.42,3023,Transfer,1976.42,06-12-2021,3023,42607.67,Personal,6.45,12,Rejected,Visa,4655.91,23.71,5166,Praise,Resolved,1
3024,Ashley,Rodriguez,21,Other,Mesa,ashley.rodriguez@kag.com,Current,786.17,3024,Withdrawal,231.94,02-01-2022,3024,45709.79,Mortgage,1.7,24,Approved,AMEX,3863.54,98.99,2529,Praise,Pending,1
3025,Donna,Lopez,23,Other,Baltimore,donna.lopez@kag.com,Current,4920.95,3025,Withdrawal,2144.61,01-05-2022,3025,40906.29,Mortgage,1.84,48,Closed,MasterCard,9356.46,92.08,210,Suggestion,Resolved,1
3026,Donald,Jones,39,Other,Boston,donald.jones@kag.com,Savings,2450.33,3026,Withdrawal,2883.55,07-03-2018,3026,45317.25,Mortgage,3.12,24,Approved,AMEX,6668.52,13.23,4271,Praise,Resolved,-1
3027,Margaret,Ramirez,21,Male,Los Angeles,margaret.ramirez@kag.com,Current,454.4,3027,Deposit,1502.19,28-09-2018,3027,49254.01,Personal,8.02,48,Rejected,MasterCard,6230.05,229.51,5947,Suggestion,Resolved,1
3028,Christopher,Wright,67,Other,Mesa,christopher.wright@kag.com,Savings,6210.39,3028,Withdrawal,4744.99,20-03-2018,3028,26776.89,Mortgage,5.37,60,Rejected,MasterCard,4760.44,234.42,1033,Complaint,Pending,1
3029,Deborah,Jones,22,Other,Seattle,deborah.jones@kag.com,Current,854.18,3029,Deposit,2794.64,01-03-2022,3029,8540.15,Personal,3.8,36,Closed,AMEX,5093.02,99.33,7745,Suggestion,Resolved,1
3030,Brian,King,28,Other,Phoenix,brian.king@kag.com,Savings,1289.58,3030,Transfer,1863.63,06-06-2024,3030,30788.4,Auto,8.65,36,Rejected,Visa,5055.79,92.36,4600,Suggestion,Pending,1
3031,Margaret,Rivera,62,Male,Denver,margaret.rivera@kag.com,Savings,909.28,3031,Withdrawal,3677.75,25-05-2022,3031,18340.77,Auto,2.73,36,Closed,AMEX,1157.68,30.4,6068,Praise,Pending,1
3032,Ashley,King,52,Female,Seattle,ashley.king@kag.com,Savings,9752.97,3032,Deposit,1711.19,22-08-2022,3032,17975.98,Mortgage,3.34,36,Rejected,Visa,9621.65,140.63,1984,Praise,Pending,1
3033,Ronald,Gonzalez,36,Male,Albuquerque,ronald.gonzalez@kag.com,Current,488.46,3033,Deposit,133.28,24-11-2021,3033,36662.6,Auto,7.99,12,Rejected,MasterCard,7444.61,86.91,8512,Suggestion,Pending,-1
3034,Steven,Hill,69,Other,Nashville,steven.hill@kag.com,Current,2770.59,3034,Withdrawal,51.22,17-05-2020,3034,5441.88,Auto,1.24,48,Approved,MasterCard,5925.78,210.72,7814,Praise,Resolved,1
3035,Karen,Adams,28,Other,Jacksonville,karen.adams@kag.com,Savings,6554.78,3035,Withdrawal,1516.83,23-09-2023,3035,2839.04,Auto,2.98,12,Rejected,MasterCard,3128.56,183.28,6582,Suggestion,Pending,1
3036,Ronald,Hall,28,Male,Atlanta,ronald.hall@kag.com,Savings,8251.49,3036,Withdrawal,788.36,29-04-2022,3036,35068.45,Mortgage,5.69,36,Rejected,Visa,1038.97,30.8,9278,Praise,Resolved,1
3037,Betty,Mitchell,44,Female,Washington,betty.mitchell@kag.com,Savings,6121.21,3037,Deposit,1768.79,01-09-2020,3037,13775.76,Mortgage,9.24,36,Approved,MasterCard,3505.14,53.64,6334,Praise,Resolved,1
3038,Timothy,Wilson,19,Male,San Jose,timothy.wilson@kag.com,Current,9767.37,3038,Deposit,3850.61,04-05-2019,3038,19889.56,Personal,3.39,60,Approved,MasterCard,8040.27,29.53,2120,Praise,Pending,1
3039,William,Hernandez,64,Male,San Francisco,william.hernandez@kag.com,Savings,3443.31,3039,Withdrawal,1552.16,06-05-2024,3039,16074.02,Auto,2.92,24,Rejected,MasterCard,9741.14,33.92,6081,Suggestion,Pending,1
3040,Brian,Adams,25,Other,Dallas,brian.adams@kag.com,Current,4772.85,3040,Transfer,2802.64,01-06-2019,3040,31127.22,Personal,9.77,36,Approved,MasterCard,7839.13,16.73,7043,Praise,Pending,1
3041,Steven,Nguyen,51,Male,Las Vegas,steven.nguyen@kag.com,Current,8230.88,3041,Deposit,4599.03,05-12-2018,3041,8571.26,Personal,5.72,12,Rejected,Visa,4884.4,91.52,5181,Complaint,Resolved,-1
3042,Thomas,Brown,57,Male,Columbus,thomas.brown@kag.com,Current,6848.8,3042,Deposit,3494.48,16-09-2023,3042,36308.81,Auto,1.56,12,Rejected,MasterCard,8627.99,151.47,4134,Complaint,Pending,1
3043,Jennifer,Allen,37,Male,San Diego,jennifer.allen@kag.com,Savings,2219.26,3043,Transfer,2813.17,18-09-2018,3043,46321.42,Personal,3.49,12,Rejected,Visa,9963.4,240.78,4832,Suggestion,Pending,1
3044,Patricia,Miller,40,Male,Atlanta,patricia.miller@kag.com,Current,5036.81,3044,Transfer,4336.61,06-11-2019,3044,41969.33,Mortgage,5.8,60,Approved,Visa,3772.18,106.08,9150,Suggestion,Pending,1
3045,Sarah,Green,32,Male,Denver,sarah.green@kag.com,Savings,9762,3045,Transfer,1659.91,10-08-2020,3045,45444.81,Auto,1.65,12,Approved,Visa,4687.81,237.96,4816,Suggestion,Resolved,1
3046,Deborah,Davis,65,Male,Louisville,deborah.davis@kag.com,Savings,8643.93,3046,Deposit,997.25,19-06-2022,3046,46916.47,Auto,7.23,48,Rejected,AMEX,4885.48,23.76,8520,Complaint,Pending,1
3047,Timothy,Torres,30,Other,Baltimore,timothy.torres@kag.com,Current,1998.85,3047,Transfer,3738.38,23-03-2022,3047,19244.37,Auto,5.7,48,Approved,AMEX,4451.84,40.81,5540,Suggestion,Resolved,1
3048,Anthony,Martinez,48,Other,San Antonio,anthony.martinez@kag.com,Current,1879.88,3048,Transfer,303.38,06-04-2022,3048,39991.27,Mortgage,7.39,60,Closed,MasterCard,6793.88,100.49,1162,Suggestion,Resolved,1
3049,Joseph,Nelson,66,Other,Detroit,joseph.nelson@kag.com,Savings,8301.11,3049,Deposit,2126.67,23-12-2023,3049,25246.46,Personal,4.08,48,Approved,MasterCard,8846.4,98.41,8137,Complaint,Resolved,1
3050,Jennifer,Anderson,63,Other,Omaha,jennifer.anderson@kag.com,Current,2069.06,3050,Deposit,1442.51,01-03-2020,3050,14218.89,Mortgage,4.78,60,Approved,AMEX,8793.72,4.32,9326,Praise,Pending,1
3051,Timothy,Nguyen,31,Male,Austin,timothy.nguyen@kag.com,Current,4582.61,3051,Deposit,4856.91,26-03-2018,3051,37597.22,Personal,9.35,60,Approved,Visa,1929.59,14.81,4162,Suggestion,Pending,1
3052,Susan,Anderson,18,Male,Columbus,susan.anderson@kag.com,Current,1889.51,3052,Transfer,1891.71,04-08-2019,3052,12962.3,Mortgage,2.9,60,Closed,Visa,1264.32,81.43,8650,Complaint,Pending,-1
